지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
138,2018-03-17,6.3,1.6,10.4,,2.4,66
138,2018-03-18,11.5,4.6,16.9,.6,2.2,64
138,2018-03-19,8.5,5.4,12.4,42.5,4.7,93.1
138,2018-03-20,5.7,4.7,7,0,7.1,68
138,2018-03-21,3.2,1.8,4.9,38.4,6.2,94.3
138,2018-03-22,5.5,1.7,10.3,.1,2,66.5
138,2018-03-23,8.7,3,13.6,,2.4,57.6
138,2018-03-24,12.7,7.4,18.5,,3,43.9
138,2018-03-25,15.6,9,21.9,,3,35.5
138,2018-03-26,17.4,11.7,23.6,,3,33.6
138,2018-03-27,18.4,12.2,24.1,,2.7,41.8
138,2018-03-28,19.5,13.3,25.9,,2.6,34
138,2018-03-29,14,10.7,18.4,,3,64.9
138,2018-03-30,11.6,9.4,13.9,,3,64.1
138,2018-03-31,16.2,7.4,24.4,,2.3,49.4
138,2018-04-01,19.4,14.4,24.5,,2.3,48
138,2018-04-02,21.1,15.6,26.8,,2.9,57.4
138,2018-04-03,21.2,12.7,27.8,,3.3,58.4
138,2018-04-04,10,8.9,12.7,6.6,4,82
138,2018-04-05,9.1,8.1,10.4,7.3,3.3,81.3
138,2018-04-06,10.1,5.7,16.1,15.8,2.9,66.3
138,2018-04-07,6.8,4.1,10.4,,4.6,37.5
138,2018-04-08,9.2,2.8,14.8,,3.4,41.4
138,2018-04-09,12.9,8.2,17.8,,2.1,59.8
138,2018-04-10,17.6,9.1,24.4,,3.7,51.1
138,2018-04-11,20.2,15.8,24.7,1,4.2,41.3
138,2018-04-12,16.8,11,23.9,,2.8,28.5
138,2018-04-13,12.3,7.8,15.7,,2.7,58.5
138,2018-04-14,11.3,10.4,12.3,27.3,1.8,86.8
138,2018-04-15,13.8,9.3,19.2,,2.6,53
138,2018-04-16,12.3,8.5,14.7,,3,67.6
138,2018-04-17,13.8,9.6,18.2,,2.3,67.4
138,2018-04-18,17.7,10.8,24.7,,2.9,49.3
138,2018-04-19,21.2,13.7,28.5,,3.2,28.5
138,2018-04-20,21.1,16,26.5,,2.4,42.3
138,2018-04-21,24.4,17,33,,3,32.6
138,2018-04-22,15.5,12.3,21.9,.2,4,74.3
138,2018-04-23,11,10.2,12.5,33.9,5.3,93.1
138,2018-04-24,11.2,10.6,11.8,14.4,5.1,85.9
138,2018-04-25,11.9,6.6,16.3,,2.3,56.1
138,2018-04-26,16.6,6.8,24.4,,2.4,56.4
138,2018-04-27,15,11.2,21.7,,2.8,56.9
138,2018-04-28,19.3,9.9,27.4,,3,44
138,2018-04-29,21.4,15.7,28.4,,3.6,33.5
138,2018-04-30,21.8,16.6,29,,3.1,56.4
138,2018-05-01,16.4,14.3,18.8,,2,86.8
138,2018-05-02,14,13.2,15.5,6.2,2.5,89.8
138,2018-05-03,14.9,11.2,20.2,0,4.8,52.3
138,2018-05-04,17,9.9,23.2,,5.2,36.6
138,2018-05-05,21.4,14.8,28.3,,3.6,32.5
138,2018-05-06,16.3,14.7,19.9,13.1,1.8,91.8
138,2018-05-07,14.6,13.7,16,12.8,3,94.3
138,2018-05-08,13.6,12.6,14.8,,5.3,88.4
138,2018-05-09,12.2,11.8,12.7,,4.2,76.8
138,2018-05-10,16.7,11.1,21.7,,2.5,70.4
138,2018-05-11,20.7,14.3,27,,3.1,50.9
138,2018-05-12,19,17.4,21.1,3.5,2.4,71.6
138,2018-05-13,18.8,16.2,26,2.5,2.1,86.1
138,2018-05-14,22.9,15.8,29.6,,2.6,59.4
138,2018-05-15,24.8,20.8,31.1,,2.7,59.1
138,2018-05-16,26,24.3,27.5,0,3.2,77.6
138,2018-05-17,25.8,15.8,32.6,,3.5,72.9
138,2018-05-18,13.6,12,15.8,5.7,3.7,91.3
138,2018-05-19,14.3,12.9,16.2,,4.6,78.8
138,2018-05-20,14.5,12.8,16.5,0,5,84
138,2018-05-21,15.2,14.1,17.2,,3.6,84.9
138,2018-05-22,17.7,11.9,23.8,.1,2.1,80.4
138,2018-05-23,18.4,14.7,23.1,21.2,2.2,83.5
138,2018-05-24,22.7,13.3,29.6,,3.2,46.3
138,2018-05-25,24.5,19.4,29.8,,3.1,41
138,2018-05-26,19.5,16.7,22.5,,2.4,75
138,2018-05-27,20.4,15.8,25,,1.8,77.6
138,2018-05-28,19.3,17.4,22.2,,2.5,84.1
138,2018-05-29,22.3,16.7,26.8,,2.1,79.6
138,2018-05-30,21.3,19.8,23.7,6.5,1.9,87.8
138,2018-05-31,19.8,17.3,22.4,,2.2,75.3
138,2018-06-01,23.1,17,28.7,,2.4,62.5
138,2018-06-02,26.5,20,31.7,,2.7,56.6
138,2018-06-03,26.9,22.1,32.5,,2.7,50.6
138,2018-06-04,25.9,21.2,29.8,,2.6,58.5
138,2018-06-05,22.9,20.6,25.8,.1,2,72.9
138,2018-06-06,23.1,18.8,27.9,,2.3,75.9
138,2018-06-07,26.4,21.3,32.4,,3,64.1
138,2018-06-08,24.1,19.3,30.4,,2.5,67.6
138,2018-06-09,19,18.1,20.9,,3.8,80.6
138,2018-06-10,18,16.8,19.6,.2,3.6,83.1
138,2018-06-11,17,16.2,18.2,12.2,3.3,82
138,2018-06-12,17.8,15.3,19.8,,2.1,69.6
138,2018-06-13,18.9,17.2,20.5,0,2.2,76
138,2018-06-14,19.7,18.2,22,0,3.7,75.5
138,2018-06-15,18.7,17.8,19.9,,5.4,73.1
138,2018-06-16,18.3,17,20.7,0,3.6,69.3
138,2018-06-17,20.2,14.4,24.9,,1.5,72.6
138,2018-06-18,25.4,20,30.7,,2.3,61.4
138,2018-06-19,23.8,21.2,26.2,1.4,2.5,73.5
138,2018-06-20,23.1,19.7,26.7,,2.3,69.8
138,2018-06-21,24.4,20.5,29.7,,2.3,61.1
138,2018-06-22,25.3,19.6,29.6,,2.5,49.3
138,2018-06-23,26.7,22.7,32.6,0,2.6,45.5
138,2018-06-24,28.7,23.1,34.6,,2.6,44.6
138,2018-06-25,27.4,23.2,34.3,,1.9,57.9
138,2018-06-26,27,23.9,29.2,.1,3,71.5
138,2018-06-27,26.9,22.2,31,51.4,2.9,82.4
138,2018-06-28,23.6,20.7,26.2,14.1,2.3,88.4
138,2018-06-29,26.3,19.9,31.3,,2.3,78.6
138,2018-06-30,24.2,21.6,27,9.6,2.2,87.5
138,2018-07-01,24.8,19.4,29.8,25.5,2.2,87.9
138,2018-07-02,24.4,21.5,26.4,7.2,1.7,94.5
138,2018-07-03,21.5,19.9,23.2,34.8,3.1,100
138,2018-07-04,23.4,20.1,30.2,48.8,2.3,92.8
138,2018-07-05,20.7,19.9,21.5,19.9,2.4,99.3
138,2018-07-06,19.1,17.8,20.1,21.8,4.1,99.5
138,2018-07-07,19,17.6,20.3,.5,5,83.4
138,2018-07-08,19,17.8,20.1,,3.6,81.6
138,2018-07-09,18.9,18.2,19.4,4.5,2.1,97.3
138,2018-07-10,22.3,18.6,29,0,1.5,93.8
138,2018-07-11,23.2,21.5,25.5,0,1.7,93.3
138,2018-07-12,29.7,22.6,35.2,,2.1,72.4
138,2018-07-13,30.7,27.2,35.1,,2.1,70.3
138,2018-07-14,31.7,27.3,36.3,,2.5,67.1
138,2018-07-15,31.5,27.3,37.1,,2.3,69
138,2018-07-16,32.4,27.6,37.2,,2.4,65.4
138,2018-07-17,32.1,27.9,36.5,,2.6,63
138,2018-07-18,30.4,26.6,35,,2.3,71.8
138,2018-07-19,31.2,26.4,36.1,,2.3,68.9
138,2018-07-20,31.8,27.1,36.4,,2.6,62.1
138,2018-07-21,31.5,27.8,35.1,,2.7,65.3
138,2018-07-22,32.2,27.7,37.2,,2.9,59.3
138,2018-07-23,31,28,37.1,,2.3,63.5
138,2018-07-24,31.2,27.6,35.2,,2.2,63.8
138,2018-07-25,32.2,27.7,35.4,,2.2,63.3
138,2018-07-26,32,29,35.8,,2.5,66
138,2018-07-27,29.2,27.6,31.8,,2.2,83.9
138,2018-07-28,28.4,27,31.1,,2.9,80.1
138,2018-07-29,27.4,25.1,29.7,1,5.7,79
138,2018-07-30,27.2,25.6,30.1,.1,4.3,84.4
138,2018-07-31,27.5,25.9,29.8,,2.9,81.6
138,2018-08-01,28,24.7,30.5,,2.2,78.5
138,2018-08-02,28.4,25.6,30.2,,2.3,79.3
138,2018-08-03,31.2,25.6,36.2,,2.6,64.9
138,2018-08-04,34.1,28.9,39.4,,3.2,51.4
138,2018-08-05,31.9,29.3,37,,2.6,64.8
138,2018-08-06,29.4,27.5,31.5,0,2.7,76.1
138,2018-08-07,27.6,25.9,29.3,0,2.8,74.5
138,2018-08-08,27.5,25.3,29.6,,2.5,72.5
138,2018-08-09,27.8,26.4,30.5,1.3,2.4,76.1
138,2018-08-10,25.5,24.5,27.1,20.5,1.7,90
138,2018-08-11,27.3,24.9,29.3,1.3,3.5,79.4
138,2018-08-12,27.7,26.8,29.3,2.1,2.4,83.6
138,2018-08-13,30.6,26.1,34.2,,1.8,75.4
138,2018-08-14,31.1,27.3,35.8,,2.4,64.6
138,2018-08-15,28,25.6,31.1,14.4,2.8,83.1
138,2018-08-16,25.9,24.8,28.1,23.3,4.3,79.9
138,2018-08-17,25.5,23.9,27.5,0,5,60.8
138,2018-08-18,24.8,22,27.1,,3.1,58.3
138,2018-08-19,24.8,19.5,29,,2.2,67.9
138,2018-08-20,25.8,22.1,30.3,,2.4,72.3
138,2018-08-21,29.5,22.9,35.5,,2.8,60.4
138,2018-08-22,29.2,26.9,32.4,,2.4,77
138,2018-08-23,27.3,25.9,28.9,7.2,3.1,85.5
138,2018-08-24,30.2,26.9,34,.3,4.6,64.9
138,2018-08-25,26.3,24.5,31,2.2,2.7,69.6
138,2018-08-26,21.6,19.9,25.3,67.1,1.4,89.5
138,2018-08-27,24.6,22.4,26.4,27.5,2.2,88.8
138,2018-08-28,23.7,22.9,25.4,.6,1.7,89
138,2018-08-29,28.1,23.2,33.6,,2.1,70.5
138,2018-08-30,29.1,25.6,32.7,.4,2.8,70.9
138,2018-08-31,24.8,22.5,27.6,7.2,1.7,80.9
138,2018-09-01,23.3,21.8,25.8,.3,3.3,78.5
138,2018-09-02,22.4,19.9,24.7,.2,2.1,75
138,2018-09-03,25,21.3,27.8,3.1,1.6,80.5
138,2018-09-04,24.9,21,29.9,9.2,2,72
138,2018-09-05,25.7,21.4,30.6,,3.4,51.6
138,2018-09-06,24.8,20.5,29.1,0,2.6,58.5
138,2018-09-07,23.3,21.5,26.3,3.3,2.1,68.4
138,2018-09-08,21.5,19.3,24.6,,2.1,66.3
138,2018-09-09,21.7,19.5,24.5,.8,2.8,72.3
138,2018-09-10,22,20.7,23.8,,4.6,63.3
138,2018-09-11,21.7,20.2,23.7,0,4.7,65
138,2018-09-12,21.6,20.5,23,0,3.2,74.1
138,2018-09-13,22,21,22.9,1.2,1.7,82
138,2018-09-14,22.1,21.2,22.5,53,3.2,95
138,2018-09-15,22,20.4,24.1,4.3,1.9,89.9
138,2018-09-16,24.2,21.8,28.2,0,2,81.9
138,2018-09-17,23.5,21.6,27.8,0,2.1,77.6
138,2018-09-18,23.3,19.2,28.6,,2.1,79.9
138,2018-09-19,22.1,19.9,25,17.2,1.7,80.8
138,2018-09-20,20.6,19.3,21.7,20.3,2.6,92.5
138,2018-09-21,20.1,18.8,21.3,40.9,2.5,92.5
138,2018-09-22,22.3,18.5,27.4,,2.4,69.8
138,2018-09-23,22.2,17.1,27.3,,2.1,63.3
138,2018-09-24,19,15.8,21.9,,1.8,61.8
138,2018-09-25,19.2,13.5,22.2,,3.2,66.5
138,2018-09-26,20.1,17.8,21.5,,4.5,65.3
138,2018-09-27,19.1,17,22.2,0,3.2,66.1
138,2018-09-28,18.5,14.8,21,.5,1.7,73.8
138,2018-09-29,19.1,18.2,20.7,5.6,2,84.1
138,2018-09-30,19.6,16.4,23.4,.1,2.7,72.8
138,2018-10-01,17.6,15.4,20.7,,3.5,52.6
138,2018-10-02,18.2,13.6,23.8,,2.2,66.4
138,2018-10-03,17.7,12.4,22.2,,2.5,69.4
138,2018-10-04,19.8,14.4,23.6,.4,3.5,75.5
138,2018-10-05,19.3,18.7,20.5,76.7,5.4,97.3
138,2018-10-06,21.2,19.3,23.2,179.4,5.7,88.5
138,2018-10-07,21,17,26.3,,2.4,68.1
138,2018-10-08,16.9,13.8,20.6,,2.4,55.5
138,2018-10-09,16.7,12.9,20.6,,1.5,69.1
138,2018-10-10,16.3,12.2,19.5,,2.6,62.6
138,2018-10-11,13,10.2,17.4,,3.1,46.5
138,2018-10-12,13.1,7.6,17.1,,2.3,62.8
138,2018-10-13,15.5,11.4,20,,2.1,67.8
138,2018-10-14,16.4,11,21.9,,2,65.6
138,2018-10-15,16.6,13,20.7,,2.3,62.5
138,2018-10-16,15.7,12.5,18.8,,1.8,74.6
138,2018-10-17,15.2,12.5,19.8,,1.9,81
138,2018-10-18,13.4,10.3,18,3.1,2.6,79
138,2018-10-19,15.1,11.9,18.3,.4,3.5,64.9
138,2018-10-20,13.8,9.2,19.6,,1.7,61.8
138,2018-10-21,14.1,9,19.8,,2.2,64
138,2018-10-22,16,10.5,20.9,,1.9,71.9
138,2018-10-23,17.3,14.4,22.4,,2.1,65.8
138,2018-10-24,15,10.6,20.2,,1.8,63.1
138,2018-10-25,14.5,9.4,19.9,,2,71.1
138,2018-10-26,14.2,12,17.2,1.6,1.9,81.1
138,2018-10-27,12.6,9.2,16.3,,3.8,48.1
138,2018-10-28,12.9,7.2,18.4,0,2.9,58.9
138,2018-10-29,12.1,8.4,17.2,0,2.1,61.9
138,2018-10-30,10.2,6.4,15.4,,2.7,49.3
138,2018-10-31,10.2,6,15,,2.2,60.1
138,2018-11-01,10.3,4.8,15.8,,2.2,62.6
138,2018-11-02,12,6.2,19,,2.2,55.3
138,2018-11-03,13.2,7.1,21.1,,2.2,58.3
138,2018-11-04,13.5,8.5,21.6,,2.4,53.1
138,2018-11-05,13.4,8,17.9,,1.8,72.9
138,2018-11-06,14.4,10.2,18.2,,1.6,82.4
138,2018-11-07,15.5,13.2,17.5,.3,1.6,87
138,2018-11-08,15.3,14,18.3,17.3,1.2,95.4
138,2018-11-09,14.5,11.5,17.9,,3.5,63.4
138,2018-11-10,13.4,8.1,19.4,,2.1,66.5
138,2018-11-11,12.9,8.6,18.8,.1,1.7,66.5
138,2018-11-12,12.5,10.8,14.8,0,2.3,73.5
138,2018-11-13,12.8,10.5,15.4,,2.9,73.9
138,2018-11-14,11.2,7.6,15.1,,2.2,78
138,2018-11-15,11.3,6.9,15.8,,1.6,73.4
138,2018-11-16,11.1,7.7,15.1,,2.2,70.1
138,2018-11-17,10.9,7.6,15,,2.3,77.1
138,2018-11-18,9.5,8,11.5,,2.7,43.3
138,2018-11-19,9.8,5.9,14.5,,1.7,46.6
138,2018-11-20,9.2,5.1,13.3,,1.9,44.1
138,2018-11-21,9.7,4.8,14.2,0,1.8,47.9
138,2018-11-22,6.9,3.8,9.8,,2.8,41.5
138,2018-11-23,4.6,1.7,9.4,,2.4,34
138,2018-11-24,4.1,.6,7.7,0,1.9,54.6
138,2018-11-25,7.3,2.1,13,,2.8,71.5
138,2018-11-26,9.5,4.4,16.6,,1.8,61.8
138,2018-11-27,11.2,5.9,18.2,,2.3,60.9
138,2018-11-28,9.4,5.9,13.5,,2,62.4
138,2018-11-29,8.7,3.4,13.8,,1.6,44.8
138,2018-11-30,9.2,4.9,15,,1.8,46.6
138,2018-12-01,8.6,5.2,12.6,,1.7,57.1
138,2018-12-02,10.9,4.9,16,0,1.8,73.1
138,2018-12-03,15.6,12.4,19.7,1.9,1.2,89.1
138,2018-12-04,13.6,8.9,16.8,20.2,1.8,85.5
138,2018-12-05,8.2,4,10.9,,2.5,64.9
138,2018-12-06,6.7,4.5,9.6,4.2,2.3,77.3
138,2018-12-07,-.8,-4,4.7,,3.8,33
138,2018-12-08,-3,-6.1,.8,,3.3,38.1
138,2018-12-09,-1.9,-6,3.5,,3,35.1
138,2018-12-10,2.1,-4.2,7.9,,2.4,51.4
138,2018-12-11,4.5,2.1,6.7,2.9,1.8,83.6
138,2018-12-12,1.9,-.5,5.2,,3.2,54.6
138,2018-12-13,1.9,-1.8,6.6,0,3.2,50.4
138,2018-12-14,.3,-3.3,6,,3.1,43.5
138,2018-12-15,2,-3.3,7.8,,2.9,34.9
138,2018-12-16,2.5,1.3,4.6,.1,2.4,64.4
138,2018-12-17,4.3,1.5,8.7,,2.7,54.1
138,2018-12-18,4.7,1.2,9.2,,2.1,52.1
138,2018-12-19,7.8,2.5,13.3,,2.9,53.6
138,2018-12-20,7.1,3.3,11.5,,1.1,51.9
138,2018-12-21,8.5,2.2,15.7,,1.5,64.3
138,2018-12-22,9.5,5.3,13.4,,1.9,65.1
138,2018-12-23,8.5,3.7,13.2,1.8,2.5,52.6
138,2018-12-24,2.5,-.8,7.1,,3.2,36.8
138,2018-12-25,2.7,-1.1,5.9,,3.2,42.9
138,2018-12-26,5.9,3.3,9.9,,2.4,42.6
138,2018-12-27,-1.6,-6.5,3.3,,3.5,23.1
138,2018-12-28,-4.8,-8.3,-.2,,4.1,34
138,2018-12-29,-3.4,-6.8,1.2,,3.9,31.4
138,2018-12-30,-1.7,-6.5,3.7,,2.5,37
138,2018-12-31,2,-3.4,8.6,,2.6,29.6
138,2019-01-01,0,-2.2,4.2,,3.5,47.5
138,2019-01-02,.6,-3.4,6.5,,3.2,38.8
138,2019-01-03,1.3,-3,6.7,,3.2,30.1
138,2019-01-04,3.8,-.9,9.5,,3.1,30.6
138,2019-01-05,4.2,.3,9.4,,2.8,38.8
138,2019-01-06,2.8,-.8,9,,2.5,32.1
138,2019-01-07,3,-.4,7.3,,3.5,35.5
138,2019-01-08,2.3,-1.4,6.8,,2.8,36.1
138,2019-01-09,.7,-4,5.6,,2.7,38.4
138,2019-01-10,3.8,1.3,8.3,,3.3,35.3
138,2019-01-11,4.7,-.2,10.1,,2.3,64.3
138,2019-01-12,5.2,4.7,6.3,12.2,1.6,92.3
138,2019-01-13,5.9,2.8,10.9,,2,69.6
138,2019-01-14,5.6,1,11.4,,2.3,51.3
138,2019-01-15,4.1,-.9,8.4,,2.9,49.4
138,2019-01-16,-.9,-5.1,5.1,,3.4,38.1
138,2019-01-17,2.4,-1.8,6.7,,3.2,50
138,2019-01-18,4.4,-.2,10.6,,2.5,38.9
138,2019-01-19,7.5,3.1,12.7,,2.3,37.8
138,2019-01-20,4.5,-.7,8.7,0,3.1,41.8
138,2019-01-21,2.4,-2.8,8.1,,3.1,40.8
138,2019-01-22,5.4,1,10.6,,2.5,47.5
138,2019-01-23,6.1,2.3,11.2,,3.2,42.5
138,2019-01-24,4.7,.1,10.4,,2.4,32.4
138,2019-01-25,3.1,.1,7.3,,3,28.5
138,2019-01-26,.8,-2.7,5.7,,2.7,29.6
138,2019-01-27,2.8,-2.8,9.6,,3.1,31.8
138,2019-01-28,4.4,1,9.3,,3.3,39.1
138,2019-01-29,4.1,-1.4,11,,2.4,49.1
138,2019-01-30,7.6,2.4,13.5,,2.8,29.4
138,2019-01-31,3,-1.3,7.7,5.5,2.7,68.5
138,2019-02-01,.6,-4,5.8,,3.9,46.4
138,2019-02-02,4.5,-.6,9.8,,2.7,51.3
138,2019-02-03,9,5.2,15.6,.8,2.3,83.1
138,2019-02-04,5.8,3.1,9.7,,3,31.5
138,2019-02-05,6.6,.5,12.9,,2.2,33.1
138,2019-02-06,9.1,3,15.6,,1.9,35.1
138,2019-02-07,6.4,.1,10.9,,2.6,44.5
138,2019-02-08,1.5,-2.4,6,,2.5,47.8
138,2019-02-09,1.7,.1,4.9,,3,29.6
138,2019-02-10,2.1,-1,4.9,.4,1.9,57.1
138,2019-02-11,2.4,-.8,7,,2.6,31.5
138,2019-02-12,3,-1.5,7.8,,2.6,38.6
138,2019-02-13,3.8,.5,7.9,,2.6,33.1
138,2019-02-14,2.6,1.4,4.4,1,1.9,76.3
138,2019-02-15,4.9,1.2,11,.7,2.3,63.8
138,2019-02-16,2.3,-.6,6,,3.1,47.3
138,2019-02-17,2.6,-3.1,8.8,,3.2,37.5
138,2019-02-18,5.9,.1,10.6,,2.6,34.9
138,2019-02-19,5.5,3.6,8.1,19.3,1.7,87.9
138,2019-02-20,4.7,2.1,8.8,,3.2,59.4
138,2019-02-21,5.4,.6,9.6,,2.1,66.3
138,2019-02-22,7.3,2.4,13.3,,2.1,63.3
138,2019-02-23,7.9,4.9,11.1,0,2.9,62.4
138,2019-02-24,8.5,1,16.2,,2.2,52.4
138,2019-02-25,9.8,6.7,14.5,,2.7,59.6
138,2019-02-26,9.5,4.9,14.8,,2.5,59.8
138,2019-02-27,10.3,8,13,0,1.9,64.4
138,2019-02-28,9.3,6.1,13.4,.5,2.1,74.5
138,2019-03-01,8.8,3.3,13.3,,2,61.9
138,2019-03-02,8.9,3.8,12.8,,2.2,66.3
138,2019-03-03,10.3,6.4,13.4,,2.1,63.4
138,2019-03-04,10.9,7.9,13.8,,2.4,61
138,2019-03-05,11.8,5.5,17.2,,2.5,46.8
138,2019-03-06,11.2,9,15,.3,1.8,64.3
138,2019-03-07,8,5.1,10.9,3.8,2.6,75.1
138,2019-03-08,9.7,3,16.8,,2.3,63.1
138,2019-03-09,12.6,5.6,18.8,,2.2,45.8
138,2019-03-10,9.7,7.3,12.4,12.4,2.7,77.9
138,2019-03-11,10,4.5,15.3,,2.5,60.5
138,2019-03-12,9,2.5,15.9,.7,3.9,56
138,2019-03-13,5.2,.3,9.8,,3.9,33.9
138,2019-03-14,7.7,1.7,13.1,,2.7,30.6
138,2019-03-15,8.1,4.2,14.7,1.4,3,53.3
138,2019-03-16,8.3,3.9,13.5,,2.7,51
138,2019-03-17,8.4,4.6,12.9,,2.4,51.6
138,2019-03-18,11.1,3.7,17,,2.5,46.5
138,2019-03-19,14.7,8.9,20.6,,2.4,36.3
138,2019-03-20,15.6,11.9,20.3,4.1,2.9,53.1
138,2019-03-21,15.1,8.2,19.6,0,3.9,61.8
138,2019-03-22,8.3,5.2,12,,2.9,57.4
138,2019-03-23,6.8,3.8,13.3,0,3,46.9
138,2019-03-24,7.6,1.4,13.8,,3,38.8
138,2019-03-25,10.8,4.4,16.9,,3.1,40.9
138,2019-03-26,13,7.9,20.6,,2.6,52
138,2019-03-27,16.6,7.2,24.1,,4,38.5
138,2019-03-28,10.5,9.2,12.4,0,2.8,79
138,2019-03-29,11.7,8.9,16,.1,2.4,75
138,2019-03-30,10.3,5.9,14.8,4.8,3.3,63
138,2019-03-31,7.2,4.6,11.2,,4,45.9
138,2019-04-01,7.1,2.2,12.6,,3.1,39
138,2019-04-02,8.5,3,14.8,,2.6,43.1
138,2019-04-03,10.2,3.9,15.9,,2.5,36.1
138,2019-04-04,14.4,6.7,21,,3.7,24.5
138,2019-04-05,15.8,11.6,22.7,,3.8,38.9
138,2019-04-06,14.1,9.2,20.5,,2.3,50.4
138,2019-04-07,12.5,10.7,14.7,,2.2,70.8
138,2019-04-08,12.3,8.3,21.2,,3.5,52.9
138,2019-04-09,9.7,5.8,14.9,16.3,3.7,66.3
138,2019-04-10,8.5,6.9,9.6,18.6,4.4,85.6
138,2019-04-11,9.7,5.4,12.7,,2,66.9
138,2019-04-12,12.2,7.5,16.9,0,2.4,61.9
138,2019-04-13,14.5,7.6,20.5,,2.7,44.9
138,2019-04-14,14,11,17.6,,3.2,43.6
138,2019-04-15,13.7,6.8,19.1,,2.4,39.8
138,2019-04-16,18.8,11.6,26,,2.9,27.3
138,2019-04-17,19.5,14.2,25.6,,2.6,32.4
138,2019-04-18,20.8,15,27,,3.1,44.5
138,2019-04-19,11.9,9.6,19.6,0,3.5,70
138,2019-04-20,15.1,7.5,20.7,,2.3,65.1
138,2019-04-21,17.3,14.4,23.7,,2.2,73.4
138,2019-04-22,14.9,12.5,17.9,,2.3,85.1
138,2019-04-23,16.3,11.2,22.1,1,1.8,78.6
138,2019-04-24,17.1,14.9,20.4,7.1,1.7,92
138,2019-04-25,13.1,10.6,15.6,0,4.3,78.9
138,2019-04-26,9.9,8.2,12,6.3,2.3,93
138,2019-04-27,11.8,6.9,15.6,.2,1.9,63.3
138,2019-04-28,13.5,10.3,18.9,,2.5,60.4
138,2019-04-29,11.8,9.5,13.4,45.9,1.5,89
138,2019-04-30,14.5,12.4,17.6,0,2.1,88.3
138,2019-05-01,18,13,24.8,,2.3,69.6
138,2019-05-02,19.2,13.1,26.2,,2.1,51.3
138,2019-05-03,17,14.4,19.9,,2.3,65.6
138,2019-05-04,16.9,13.3,20.2,,2.1,79.8
138,2019-05-05,22.7,14.6,29.6,,2.7,41.4
138,2019-05-06,14.4,11.4,21.4,0,3.7,64.6
138,2019-05-07,15.7,8.4,21.4,,2.9,50.1
138,2019-05-08,19.5,13.4,25.2,,3.8,25
138,2019-05-09,21,16,26.2,,3.1,26.4
138,2019-05-10,19.5,15,24.9,,2.1,42.3
138,2019-05-11,19.9,14.1,26.9,,2.3,50.9
138,2019-05-12,16.5,12.4,20.2,,2.6,79.3
138,2019-05-13,17,13.9,18.9,,2,78
138,2019-05-14,20.5,17.6,25.3,.1,2.6,73.3
138,2019-05-15,22.5,18.8,26.5,,2.4,59.1
138,2019-05-16,23.2,18.2,28.2,,2.3,51.5
138,2019-05-17,22.6,17.6,27.4,,2.4,58.3
138,2019-05-18,18,16.7,20.2,8.4,2,89.4
138,2019-05-19,19.8,16.7,23.3,.7,2.5,85.1
138,2019-05-20,20.1,14.5,23.7,0,3.3,56.8
138,2019-05-21,20,12.7,26.2,,3.2,34.1
138,2019-05-22,22.7,14.5,29.6,,2.9,31.6
138,2019-05-23,25.1,18.6,31.4,,2.6,33.8
138,2019-05-24,27,20.1,35.1,,2.4,39.1
138,2019-05-25,28.5,24,32.9,,3.3,31
138,2019-05-26,27,22.1,33.4,,3.3,32.5
138,2019-05-27,22.2,20.3,24,5.5,4,72.3
138,2019-05-28,19.7,16.2,23.9,,2.6,51.6
138,2019-05-29,23,14.8,29.9,,2.3,36.8
138,2019-05-30,24.9,18.7,31.3,,2.6,28.9
138,2019-05-31,21.7,17,26.6,0,2.8,46.8
138,2019-06-01,22.5,17,28.2,,2.2,45.6
138,2019-06-02,23.6,17.9,29.1,,2.8,47.6
138,2019-06-03,24.9,18.8,29.8,,2.7,49.8
138,2019-06-04,26.3,22.1,32.4,,2.9,53.6
138,2019-06-05,20.9,17.3,24.6,,2.2,77.5
138,2019-06-06,21.9,17.2,29.7,18.5,2.1,74.1
138,2019-06-07,17.7,15.8,18.7,38.2,3.5,93.3
138,2019-06-08,18.5,16.8,21.1,,1.9,83.4
138,2019-06-09,17.7,16.8,18.7,0,2.4,81.1
138,2019-06-10,18.3,16.8,20.2,.3,3.1,79.8
138,2019-06-11,17.9,15.5,20.4,,3.2,77.9
138,2019-06-12,18.5,15.5,20.9,,2.2,75.6
138,2019-06-13,20.8,14.6,25.7,,1.8,69.9
138,2019-06-14,20,17.8,23.1,6.2,1.4,81.3
138,2019-06-15,19.7,17,23.6,8.5,2.2,82.9
138,2019-06-16,19.2,16.6,21.7,,2.6,79
138,2019-06-17,22.7,17.9,27.6,,2.3,70.3
138,2019-06-18,24.4,21,29.9,0,2.1,64.8
138,2019-06-19,24.7,21.9,29.8,,1.9,65.8
138,2019-06-20,26,21.2,30.8,,2.4,64.8
138,2019-06-21,23.2,19.5,26.9,,3.2,74.4
138,2019-06-22,20.5,18.9,22.8,,3.5,73.5
138,2019-06-23,19.7,17.9,22,2.9,2.5,81.6
138,2019-06-24,21.1,18.4,23.7,0,2.2,76.8
138,2019-06-25,23,18.7,27,,2.3,73.4
138,2019-06-26,21,18.5,23.7,46.4,.9,90.3
138,2019-06-27,23,21,26.9,26.1,1,95.4
